time,text,full_name,country,platform
Sat Jan 19 23:59:59 +0000 2019,"b'RT @EdKrassen: We are currently in the longest government shutdown ever, and the man who has taken our federal employees hostage actually t\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:59 +0000 2019,b'RT @celldude: @SenSchumer @SenateDems @realDonaldTrump @SenateDems should not let this or any future president shutdown government for a pe\xe2\x80\xa6',,,A
Sat Jan 19 23:59:59 +0000 2019,b'RT @SenBlumenthal: More fake promises raising false hopes\xe2\x80\x94this Trump con will fool few Americans. It is not serious or credible as a dreame\xe2\x80\xa6',,,I
Sat Jan 19 23:59:58 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:57 +0000 2019,"b""RT @PramilaJayapal: Today's proposal from @realDonaldTrump is not the answer - far from it. We've already voted eight times in the House to\xe2\x80\xa6""",,,
Sat Jan 19 23:59:57 +0000 2019,b'RT @tedlieu: Dear @realDonaldTrump: Thank you for your concessions. Democrats look forward to working with you on a comprehensive immigrati\xe2\x80\xa6',,,I
Sat Jan 19 23:59:57 +0000 2019,"b""RT @marshallfitz: First, and most importantly, Trump needs to open the government while negotiation over these issues continues. Won't happ\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:57 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:56 +0000 2019,"b""RT @USATODAY: Congressional Democrats said Trump's proposal was inadequate and predicted it wouldn't pass either the House or the Senate. h\xe2\x80\xa6""",,,
Sat Jan 19 23:59:56 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:56 +0000 2019,"b""RT @atweetingtwit: hi friends, just in case you didn't know: the government shutdown means food stamps are basically going away in February\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:56 +0000 2019,b'RT @phan1om_: lmao the funniest part of this whole incident is... he\xe2\x80\x99s TSA... it\xe2\x80\x99s day 29 of the government shutdown.. nigga u taking time\xe2\x80\xa6',,,I
Sat Jan 19 23:59:56 +0000 2019,b'House passes bill to end US government shutdown without border wall money https://t.co/sjuQ5OQTEg',,,
Sat Jan 19 23:59:55 +0000 2019,b'RT @CherokeeNative3: It\xe2\x80\x99s all political gamesmanship trying to flip public opinion. It won\xe2\x80\x99t work. Trump reversed DACA and TPS &amp; shutdown g\xe2\x80\xa6',,,I
Sat Jan 19 23:59:55 +0000 2019,"b'RT @ernie_plumley: SURPRISE!! Not! \xf0\x9f\x98\xb3In the end, she will be overwhelming completely defeated. It will be a great day for America. Thank God\xe2\x80\xa6'",,,
Sat Jan 19 23:59:55 +0000 2019,b'RT @factsfaraone: @ThePlumLineGS He wants the shutdown . That\xe2\x80\x99s the plan . Commandeer those sections of the government he wants/needs and d\xe2\x80\xa6',,,I
Sat Jan 19 23:59:55 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:55 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:54 +0000 2019,b'RT @Jali_Cat: All @TheDemocrats NEED TO BE PURGED OUT OF OUR GOVERNMENT\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\nSomeone tell @RepAdamSchiff when there is a GOVERNMENT SHU\xe2\x80\xa6',,,A
Sat Jan 19 23:59:54 +0000 2019,"b'RT @CREWcrew: In addition to its human toll, the government shutdown weakens the checks on this administration\xe2\x80\x99s ethics abuses. \nhttps://t.\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:54 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,
Sat Jan 19 23:59:54 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,A
Sat Jan 19 23:59:53 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:53 +0000 2019,b'If...you have been wondering HOW all this Government shit is going to play out....here it all is....YEP! This\xe2\x80\xa6 https://t.co/jsEX91NJQt',,,
Sat Jan 19 23:59:53 +0000 2019,"b""RT @TaxReformExpert: Let me be clear.  By turning down President Trump's new offer to re-open the government, Democrats have now taken FULL\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:52 +0000 2019,"b'RT @SenatorDurbin: Yes, Mr. President, our immigration system is broken but your shutdown has broken our government and the lives of 800,00\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:52 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,A
Sat Jan 19 23:59:52 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:52 +0000 2019,b'@GOP @realDonaldTrump Stop the shutdown of our American Government now! Putin loves what the GOP is doing to America.',,,
Sat Jan 19 23:59:52 +0000 2019,b'RT @BreakingNLive: DEVELOPING: Democrats dismiss President Trump\xe2\x80\x99s DACA proposal. Government shutdown expected to continue.',,,A
Sat Jan 19 23:59:51 +0000 2019,"b'RT @VP: Today @POTUS proposed a common sense plan to secure our border, reopen our government, and KEEP AMERICANS SAFE. Now it\xe2\x80\x99s time for C\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:51 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:51 +0000 2019,b'RT @RepCummings: Attention Federal Employees: If you are furloughed because of the government shutdown I have prepared a guide with federal\xe2\x80\xa6',,,A
Sat Jan 19 23:59:51 +0000 2019,b'RT @OTSBistro: ATTENTION!!!\nZest Bistro &amp; Bar will feed furloughed government employees that are not being paid during the govt shutdown wi\xe2\x80\xa6',,,A
Sat Jan 19 23:59:51 +0000 2019,"b""RT @GayRepublicSwag: Trump's DACA offer is brilliant. Not only did it show the Democrats are being unreasonable about the Government shutdo\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:51 +0000 2019,"b'RT @eugenegu: @realDonaldTrump Keep in mind that the longer Trump keeps this government shutdown going on, our national parks are getting t\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:50 +0000 2019,"b""RT @swingleft: The House has already passed SIX bills to reopen the government, thanks to the Democrats' leadership under @SpeakerPelosi. W\xe2\x80\xa6""",,,
Sat Jan 19 23:59:50 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:50 +0000 2019,"b""RT @SteveScalise: The contrast between @realDonaldTrump &amp; Democrats could not be clearer today: people can see he's serious about ending th\xe2\x80\xa6""",,,
Sat Jan 19 23:59:50 +0000 2019,b'RT @Mumbojimbo: @AnnCoulter Where is your muzzle? Every time you speak the shutdown continues. Now is not the time to live out your fantasy\xe2\x80\xa6',,,I
Sat Jan 19 23:59:50 +0000 2019,b'@SenBobCasey Sure just like Obama did when Ted Cruz had the government shutdown?',,,A
Sat Jan 19 23:59:50 +0000 2019,"b""RT @kylegriffin1: As the shutdown hits four weeks, remember what Trump said on Dec. 11.\n\nTrump: If we don't get what we want ... I will shu\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:50 +0000 2019,"b'RT @WajahatAli: As I was yelling it out loud in my living room, @JoyAnnReid called out the former Republican Congressman on his nonsense ""b\xe2\x80\xa6'",,,P
Sat Jan 19 23:59:50 +0000 2019,"b""RT @NightlyPolitics: As the shutdown hits four weeks, remember what Trump said on Dec. 11.\n\nTrump: If we don't get what we want ... I will\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:49 +0000 2019,"b'RT @JRehling: Trump is offering temporary protection for DACA, who have temporary protection already, from the threat he created, in order\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:49 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,A
Sat Jan 19 23:59:49 +0000 2019,"b'RT @sfpelosi: Trump IGNORED 800,000 federal workers harmed by his shutdown and did not pledge to ease their pain or open government. \n\nInst\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:48 +0000 2019,"b'RT @_MatthewKelly: Due to the government shutdown and FDA not checking veggies for viruses, I must postpone my 2019 diet and revert back to\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:48 +0000 2019,b'RT @Mr_R0GERZ: I\xe2\x80\x99ve decided to tweet this every day until the government shutdown ends. Day 1: @realDonaldTrump @POTUS https://t.co/mAgsy49\xe2\x80\xa6',,,I
Sat Jan 19 23:59:48 +0000 2019,"b'RT @SenatorDurbin: Yes, Mr. President, our immigration system is broken but your shutdown has broken our government and the lives of 800,00\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:47 +0000 2019,"b'RT @seanhannity: **WHITE HOUSE: \xe2\x80\x9cUnder no circumstances during a government shutdown will any government owned, rented, leased, or chartere\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:47 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,I
Sat Jan 19 23:59:47 +0000 2019,b'RT @RepCummings: Attention Federal Employees: If you are furloughed because of the government shutdown I have prepared a guide with federal\xe2\x80\xa6',,,A
Sat Jan 19 23:59:46 +0000 2019,"b'RT @SenatorDurbin: Yes, Mr. President, our immigration system is broken but your shutdown has broken our government and the lives of 800,00\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:45 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,I
Sat Jan 19 23:59:45 +0000 2019,"b'RT @seanhannity: **UPDATE: \xe2\x80\x9cObviously, if you would like to make your journey by flying commercial, that would certainly be your prerogativ\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:45 +0000 2019,"b'RT @VP: Today @POTUS proposed a common sense plan to secure our border, reopen our government, and KEEP AMERICANS SAFE. Now it\xe2\x80\x99s time for C\xe2\x80\xa6'",,,P
Sat Jan 19 23:59:45 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,A
Sat Jan 19 23:59:45 +0000 2019,b'RT @tedlieu: Dear @realDonaldTrump: Thank you for your concessions. Democrats look forward to working with you on a comprehensive immigrati\xe2\x80\xa6',,,I
Sat Jan 19 23:59:45 +0000 2019,"b'RT @ernie_plumley: SURPRISE!! Not! \xf0\x9f\x98\xb3In the end, she will be overwhelming completely defeated. It will be a great day for America. Thank God\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:44 +0000 2019,"b'RT @CREWcrew: In addition to its human toll, the government shutdown weakens the checks on this administration\xe2\x80\x99s ethics abuses. \nhttps://t.\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:44 +0000 2019,b'RT @nypost: Government worker forced to ration insulin because of shutdown https://t.co/HY30KB1jnp https://t.co/rgM9s73w6A',,,I
Sat Jan 19 23:59:44 +0000 2019,"b""RT @SteveScalise: The contrast between @realDonaldTrump &amp; Democrats could not be clearer today: people can see he's serious about ending th\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:44 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:43 +0000 2019,"b""RT @Newsweek: Republican says Trump is 'incapable' of articulating a plan to end government shutdown  https://t.co/pahJlY2ywP https://t.co/\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:43 +0000 2019,"b'RT @JohnStossel: .@PaulKrugman calls the government shutdown a ""libertarian experiment"". The opposite is true! The endless rules are still\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:43 +0000 2019,"b'RT @sfpelosi: Trump IGNORED 800,000 federal workers harmed by his shutdown and did not pledge to ease their pain or open government. \n\nInst\xe2\x80\xa6'",,,
Sat Jan 19 23:59:43 +0000 2019,"b""RT @RealRonHoward: Republican Says Trump is 'Incapable' of Articulating a Plan to end Government Shutdown - Newsweek https://t.co/lXossn376E""",,,I
Sat Jan 19 23:59:42 +0000 2019,b'RT @originaljipssy: .@SpeakerPelosi used an app called buffer to automatically upload this at precisely 3:00 pm which means she didn\xe2\x80\x99t care\xe2\x80\xa6',,,A
Sat Jan 19 23:59:42 +0000 2019,b'RT @Pv_Exposed: What if the government shutdown is a cover up for immigrates to sneak drugs in to the country more easily. Giving more of a\xe2\x80\xa6',,,I
Sat Jan 19 23:59:42 +0000 2019,"b""RT @SteveScalise: The contrast between @realDonaldTrump &amp; Democrats could not be clearer today: people can see he's serious about ending th\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:41 +0000 2019,b'RT @TDAmeritrade: Does the government shutdown have you stressed about tax time? We can help with online resources to answer your questions\xe2\x80\xa6',,,
Sat Jan 19 23:59:41 +0000 2019,"b'RT @USATODAY: Temporary Protected Status, or TPS, has allowed more than 310,000 foreigners to legally live and work in the U.S. https://t.c\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:40 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,I
Sat Jan 19 23:59:39 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:39 +0000 2019,"b""RT @SteveScalise: The contrast between @realDonaldTrump &amp; Democrats could not be clearer today: people can see he's serious about ending th\xe2\x80\xa6""",,,
Sat Jan 19 23:59:39 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:39 +0000 2019,b'RT @GHMansfield: #CripTheVote\nGovernment shutdown is hurting thousands of federal employees with #disabilities - The Hill https://t.co/dkar\xe2\x80\xa6',,,
Sat Jan 19 23:59:38 +0000 2019,"b'RT @WajahatAli: As I was yelling it out loud in my living room, @JoyAnnReid called out the former Republican Congressman on his nonsense ""b\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:38 +0000 2019,b'Decentralization Is the Solution to the Government Shutdown | Ryan McMaken https://t.co/dkZ4JKu45h',,,
Sat Jan 19 23:59:38 +0000 2019,"b'RT @ACLU: @realDonaldTrump This is the longest government shutdown in history. @realDonaldTrump, you created it to extort Americans for mon\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:38 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:38 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:38 +0000 2019,"b'RT @CBSNews: With the government shutdown in its fourth week, churches in Washington, D.C. are distributing food to federal workers missing\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:38 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,P
Sat Jan 19 23:59:37 +0000 2019,"b'RT @Waterdancer99: @GOP @realDonaldTrump I called and asked Lankford and Inhofe to bring ""opening the government"" to a vote, and once opene\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:37 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,A
Sat Jan 19 23:59:36 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,
Sat Jan 19 23:59:36 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,
Sat Jan 19 23:59:36 +0000 2019,"b'RT @Ola_Salem: On Instagram stories right now @AOC explains to her followers (while making lasagna soup, I believe) that the Government shu\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:34 +0000 2019,"b'RT @eugenegu: @realDonaldTrump Keep in mind that the longer Trump keeps this government shutdown going on, our national parks are getting t\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:34 +0000 2019,b'RT @RepCummings: Attention Federal Employees: If you are furloughed because of the government shutdown I have prepared a guide with federal\xe2\x80\xa6',,,
Sat Jan 19 23:59:33 +0000 2019,b'RT @SidHameed: Why investors are starting to pay attention to the government shutdown - MarketWatch https://t.co/wbxhjyMdoB https://t.co/NY\xe2\x80\xa6',,,
Sat Jan 19 23:59:33 +0000 2019,"b'RT @johniadarola: Most Americans would rather spend the $5 billion Trump is demanding for the border wall on infrastructure, education, or\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:33 +0000 2019,b'RT @RepCummings: Attention Federal Employees: If you are furloughed because of the government shutdown I have prepared a guide with federal\xe2\x80\xa6',,,A
Sat Jan 19 23:59:32 +0000 2019,"b'RT @VP: Today @POTUS proposed a common sense plan to secure our border, reopen our government, and KEEP AMERICANS SAFE. Now it\xe2\x80\x99s time for C\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:32 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:32 +0000 2019,"b""RT @SteveScalise: It's Day 27 of the shutdown and Democrats aren\xe2\x80\x99t negotiating. Now they\xe2\x80\x99re not even willing to let the American people hea\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:31 +0000 2019,"b'RT @EdKrassen: We are currently in the longest government shutdown ever, and the man who has taken our federal employees hostage actually t\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:31 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,I
Sat Jan 19 23:59:31 +0000 2019,"b""RT @PramilaJayapal: Today's proposal from @realDonaldTrump is not the answer - far from it. We've already voted eight times in the House to\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:30 +0000 2019,"b""RT @jilevin: Federal Employees Turn to Pawnshops Amid Shutdown's Financial Pinch https://t.co/PYErfB7AXc""",,,
Sat Jan 19 23:59:30 +0000 2019,"b'RT @johniadarola: Most Americans would rather spend the $5 billion Trump is demanding for the border wall on infrastructure, education, or\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:30 +0000 2019,"b""You pronounce it 'government shutdown'; I pronounce it 'instrumental variable'.""",,,
Sat Jan 19 23:59:29 +0000 2019,"b""RT @7NewsSydney: The partial shutdown of the United States government has set a new record now becoming the longest in it's history. The 22\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:29 +0000 2019,"b'RT @VP: Today @POTUS proposed a common sense plan to secure our border, reopen our government, and KEEP AMERICANS SAFE. Now it\xe2\x80\x99s time for C\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:28 +0000 2019,"b""RT @amaditalks: The shutdown means @kirimuffin's disability application is frozen with the closed Social Security. But her need to eat &amp; pa\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:28 +0000 2019,"b'RT @ACLU: @realDonaldTrump This is the longest government shutdown in history. @realDonaldTrump, you created it to extort Americans for mon\xe2\x80\xa6'",,,
Sat Jan 19 23:59:28 +0000 2019,b'@BeverlyMcCord2 @Sammieheals @SpeakerPelosi @realDonaldTrump That was his choice not to take a salary.  The Preside\xe2\x80\xa6 https://t.co/BqosNKtFUI',,,A
Sat Jan 19 23:59:27 +0000 2019,"b'RT @johniadarola: Most Americans would rather spend the $5 billion Trump is demanding for the border wall on infrastructure, education, or\xe2\x80\xa6'",,,P
Sat Jan 19 23:59:27 +0000 2019,b'RT @SenAlexander: My statement on President Donald Trump\xe2\x80\x99s proposal to end the partial government shutdown. https://t.co/g3Tz1ZOakn',,,A
Sat Jan 19 23:59:27 +0000 2019,b'RT @artnet: If a government shutdown falls on federally-funded cultural institutions and furloughed employees are prohibited from discussin\xe2\x80\xa6',,,
Sat Jan 19 23:59:27 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,I
Sat Jan 19 23:59:27 +0000 2019,"b'RT @_Jedi_Night: @AnnCoulter Trump is offering temporary protection for DACA, who have temporary protection already, from the threat he cre\xe2\x80\xa6'",,,I
Sat Jan 19 23:59:27 +0000 2019,"b'RT @Dangchick1: Sen. Mitt Romney, R-Utah, on Friday backed Trump\xe2\x80\x99s stance on the partial government shutdown, backing his call for a wall o\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:27 +0000 2019,"b""RT @kylegriffin1: As the shutdown hits four weeks, remember what Trump said on Dec. 11.\n\nTrump: If we don't get what we want ... I will shu\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:26 +0000 2019,"b""RT @tedlieu: Dear @POTUS: The fact that white supremacists don't support your proposal doesn't mean Dems will. Why are we even talking abou\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:26 +0000 2019,b'RT @LNW4Trump: This should\xe2\x80\x99ve been a given... These obstructionists are the \xe2\x80\x98Non Essentials\xe2\x80\x99 that deserve NOTHING! \n#BuildTheWalll \n#PaintO\xe2\x80\xa6',,,P
Sat Jan 19 23:59:25 +0000 2019,"b'RT @DOEDoobs: Oh, just so y\xe2\x80\x99all know...\n\nThe irony of all y\xe2\x80\x99all \xe2\x80\x9cdismantle the system\xe2\x80\x9d ass people crying over a Government Shutdown isn\xe2\x80\x99t l\xe2\x80\xa6'",,,
Sat Jan 19 23:59:25 +0000 2019,"b""RT @tedlieu: Dear @POTUS: The fact that white supremacists don't support your proposal doesn't mean Dems will. Why are we even talking abou\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:25 +0000 2019,"b'RT @ABC: NEW: Pres. Trump announces he plans to ""break the logjam"" with a proposal to reopen government.\n\n""If we are successful in this eff\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:24 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,I
Sat Jan 19 23:59:24 +0000 2019,b'RT @BreakingNLive: DEVELOPING: Democrats dismiss President Trump\xe2\x80\x99s DACA proposal. Government shutdown expected to continue.',,,
Sat Jan 19 23:59:24 +0000 2019,"b""RT @Augustus709: I'm glad the American people understand this.\n\nThe shutdown of government should have nothing to do with issues regarding\xe2\x80\xa6""",,,
Sat Jan 19 23:59:24 +0000 2019,b'RT @MariaTeresa1: DACA contribute $3.4b a year to Fed \nCost to deport: $14b\n\nTPS contribute $4.5b a year\nCost to deport: $3b \n\nGovernment s\xe2\x80\xa6',,,I
Sat Jan 19 23:59:23 +0000 2019,"b""RT @tedlieu: Dear @POTUS: The fact that white supremacists don't support your proposal doesn't mean Dems will. Why are we even talking abou\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:23 +0000 2019,"b'RT @SenatorDurbin: Yes, Mr. President, our immigration system is broken but your shutdown has broken our government and the lives of 800,00\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:23 +0000 2019,b'RT @BreakingNLive: DEVELOPING: Democrats dismiss President Trump\xe2\x80\x99s DACA proposal. Government shutdown expected to continue.',,,I
Sat Jan 19 23:59:23 +0000 2019,b'RT @politvidchannel: Shep Smith Called out Chris Wallace for blaming \xe2\x80\x9cboth sides\xe2\x80\x9d for the shutdown. \n\nChris Wallace: \xe2\x80\x9cI mean it takes two t\xe2\x80\xa6',,,I
Sat Jan 19 23:59:22 +0000 2019,"b'@MelcherDenise @SteveScalise I agree, our disagreement is over semantics and not responsibility for the shutdown. W\xe2\x80\xa6 https://t.co/2vYPiYJzqR'",,,
Sat Jan 19 23:59:22 +0000 2019,b'Trumps shutdown of government is the longest in U.S. History. What a failure as a president and as a negotiator!\xe2\x80\xa6 https://t.co/szr3ATkrTL',,,
Sat Jan 19 23:59:22 +0000 2019,b'My former students and colleagues are among those who are being damaged by the shutdown. I join Dr. Evans &amp; many ot\xe2\x80\xa6 https://t.co/qyKd2Cv9wO',"State College, PA",United States,I
Sat Jan 19 23:59:22 +0000 2019,b'RT @RealSaavedra: Democrat Nancy Pelosi chooses to keep the government shutdown: https://t.co/4JdZp9wApZ',,,A
Sat Jan 19 23:59:22 +0000 2019,"b""RT @SteveScalise: The contrast between @realDonaldTrump &amp; Democrats could not be clearer today: people can see he's serious about ending th\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:21 +0000 2019,b'RT @SenWarren: Federal workers are not bargaining chips. @realDonaldTrump and @SenateMajLdr McConnell must end this shutdown and re-open th\xe2\x80\xa6',,,I
Sat Jan 19 23:59:21 +0000 2019,"b""RT @kylegriffin1: As the shutdown hits four weeks, remember what Trump said on Dec. 11.\n\nTrump: If we don't get what we want ... I will shu\xe2\x80\xa6""",,,I
Sat Jan 19 23:59:21 +0000 2019,b'RT @tedlieu: Dear @realDonaldTrump: Thank you for your concessions. Democrats look forward to working with you on a comprehensive immigrati\xe2\x80\xa6',,,
Sat Jan 19 23:59:21 +0000 2019,"b'RT @seanhannity: **WHITE HOUSE: \xe2\x80\x9cUnder no circumstances during a government shutdown will any government owned, rented, leased, or chartere\xe2\x80\xa6'",,,A
Sat Jan 19 23:59:21 +0000 2019,b'RT @DonaldJTrumpJr: Hey @Amy_Siskind why did you delete your tweet comparing the government shutdown to Kristallnacht? Asking for a few mil\xe2\x80\xa6',,,A
Sat Jan 19 23:59:21 +0000 2019,"b'RT @SenatorDurbin: Yes, Mr. President, our immigration system is broken but your shutdown has broken our government and the lives of 800,00\xe2\x80\xa6'",,,
Sat Jan 19 23:59:21 +0000 2019,"b""RT @tedlieu: Dear @POTUS: The fact that white supremacists don't support your proposal doesn't mean Dems will. Why are we even talking abou\xe2\x80\xa6""",,,P
Sat Jan 19 23:59:20 +0000 2019,"b""RT @tedlieu: Dear @realDonaldTrump: You pride yourself on being a great negotiator. You don't need to use a harmful government shutdown as\xe2\x80\xa6""",,,A
Sat Jan 19 23:59:20 +0000 2019,"b'RT @JStein_WaPo: Thread (1/?) --&gt;\n\nOn the government shutdown, DC lobbying, and whose pain gets listened to --\n\nw/ reporters extraordinaire\xe2\x80\xa6'",,,
Sat Jan 19 23:59:20 +0000 2019,b'RT @HARRISFAULKNER: .@NikkiHaley - Are Democrats risking jumping the shark with their \xe2\x80\x9cnot a penny for your wall\xe2\x80\x9d politics instead of getti\xe2\x80\xa6',,,I
