Wed Jan 23 23:59:41 +0000 2019,"b'RT @_SJPeace_: Saudia Shuler, the owner of Country Cookin in Philadelphia, bought and distributed groceries to government employees who can\xe2\x80\xa6'",,,A
Wed Jan 23 23:59:41 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,
Wed Jan 23 23:59:40 +0000 2019,"b'@LindseyGrahamSC I am a constituent...Each day the shutdown continues, aviation safety is further comprised. The Se\xe2\x80\xa6 https://t.co/yWPsJrylcD'",,,A
Wed Jan 23 23:59:40 +0000 2019,b'RT @DisavowTrump20: BREAKING: Nancy Pelosi has blocked Trump\xe2\x80\x99s State of the Union address amid his shutdown of the government. \n\nRETWEET if\xe2\x80\xa6',,,I
Wed Jan 23 23:59:39 +0000 2019,b'Saints fans doing enough research to end the government shutdown man https://t.co/KxY5ZTKIlq',,,I
Wed Jan 23 23:59:39 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,A
Wed Jan 23 23:59:39 +0000 2019,"b'@lisamurkowski Each day the shutdown continues, aviation safety is further compromised. The Senator MUST vote YES o\xe2\x80\xa6 https://t.co/K43v0KgovX'",,,I
Wed Jan 23 23:59:38 +0000 2019,"b'RT @SaysHummingbird: McConnell calls votes to get workers their pay ""absolutely pointless"" as he continues to block the reopening of govern\xe2\x80\xa6'",,,I
Wed Jan 23 23:59:38 +0000 2019,"b""RT @newtgingrich: Nancy Pelosi's goal is not to end the government shutdown, it's to destroy the Trump presidency. Her refusal to even cons\xe2\x80\xa6""",,,I
Wed Jan 23 23:59:38 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,I
Wed Jan 23 23:59:38 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,I
Wed Jan 23 23:59:37 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,
Wed Jan 23 23:59:37 +0000 2019,b'RT @Feisty_FL: Since Pelosi says President Trump can\xe2\x80\x99t give the SOTU because of the shutdown. Well when President Trump DOES give the SOTU\xe2\x80\xa6',,,
Wed Jan 23 23:59:37 +0000 2019,b'RT @CNN: \xe2\x80\x9cThe last thing we need is fatigued controllers driving Uber before their shift so they can pay their bills\xe2\x80\xa6 This shutdown has to\xe2\x80\xa6',,,
Wed Jan 23 23:59:37 +0000 2019,"b'RT @pphillips0525: @KellyO @SpeakerPelosi Seriously though, how can you give a ""state of the union"" when the government has been shutdown f\xe2\x80\xa6'",,,I
Wed Jan 23 23:59:37 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,I
Wed Jan 23 23:59:37 +0000 2019,"b'RT @NewsHour: ""The president is facing pressure from his own conservative base"" over the government shutdown, @Yamiche tells @JudyWoodruff.\xe2\x80\xa6'",,,I
Wed Jan 23 23:59:37 +0000 2019,b'RT @CNN: Here are a few ways you can help federal workers impacted by the government shutdown https://t.co/aAFJIx0WGk https://t.co/ctN3JOum\xe2\x80\xa6',,,I
Wed Jan 23 23:59:36 +0000 2019,"b'RT @CNNnewsroom: Here are just some of the direct effects of the partial government shutdown, the longest in US history \xe2\x80\x94 now in its 33rd d\xe2\x80\xa6'",,,I
Wed Jan 23 23:59:36 +0000 2019,b'RT @robreiner: The crisis at the border has been created by Trump. The crisis of federal employees is the shutdown created by Trump. The cr\xe2\x80\xa6',,,I
Wed Jan 23 23:59:36 +0000 2019,"b'RT @bwcorb: Day 33 of #ScienceShutdown\n\nOn 1/23/18 @NSF awarded 19 grants valued at $5.4M. Today, 1/23/19 NSF will award 0 grants valued at\xe2\x80\xa6'",,,
Wed Jan 23 23:59:36 +0000 2019,"b""RT @dodo: Here's how the government shutdown is hurting animals \xf0\x9f\x98\x94 https://t.co/tULN1MMPaJ""",,,
Wed Jan 23 23:59:35 +0000 2019,b'RT @kylegriffin1: Tim Kaine again asked for consent to take up a House-passed bill that would fund every agency and department impacted by\xe2\x80\xa6',,,
Wed Jan 23 23:59:35 +0000 2019,b'RT @ColoradoKidsOrg: Pain From The Government Shutdown Spreads. This Time It\xe2\x80\x99s Food Stamps https://t.co/q3FeUaC7np via @khnews #SNAPMatters',,,
Wed Jan 23 23:59:35 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,I
Wed Jan 23 23:59:35 +0000 2019,"b'RT @kayleighmcenany: A new Fox poll found that a majority of voters said both the ""border situation"" and the ""government shutdown"" are ""maj\xe2\x80\xa6'",,,I
Wed Jan 23 23:59:35 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,I
Wed Jan 23 23:59:35 +0000 2019,b'RT @politvidchannel: This VIDEO Of Trump Talking About Who is Paying for The Wall Should be Retweeted every single day of the Government sh\xe2\x80\xa6',,,A
Wed Jan 23 23:59:35 +0000 2019,b'RT @BoingBoing: Passenger on plane confronts Republican Congressman sitting in first class during government shutdown https://t.co/hXxbR72f\xe2\x80\xa6',,,I
Wed Jan 23 23:59:35 +0000 2019,b'RT @TravisAllen02: BREAKING: Nancy Pelosi says the State of the Union is CANCELLED until Trump ends the government shutdown.\n\nRetweet and l\xe2\x80\xa6',,,
Wed Jan 23 23:59:35 +0000 2019,"b'RT @SaysHummingbird: McConnell calls votes to get workers their pay ""absolutely pointless"" as he continues to block the reopening of govern\xe2\x80\xa6'",,,I
Wed Jan 23 23:59:33 +0000 2019,"b'RT @brianschatz: This has to be the last shutdown. Lots of Smart DC Knowers about Things will roll their eyes, but if we reward this behavi\xe2\x80\xa6'",,,
